type,x,y
route,-0.04,13.18
route,-2.04,13.18
route,-4.04,13.17
route,-6.04,13.17
route,-8.04,13.16
route,-10.04,13.16
route,-12.04,13.15
route,-14.04,13.14
route,-16.04,13.14
route,-18.04,13.13
route,-20.04,13.13
route,-22.04,13.12
route,-24.04,13.12
route,-26.04,13.11
route,-28.04,13.11
route,-30.04,13.10
route,-32.04,13.09
route,-34.04,13.09
route,-36.04,13.08
route,-38.04,13.08
route,-40.04,13.07
route,-42.04,13.07
route,-44.04,13.06
route,-46.04,13.06
route,-48.04,13.05
route,-50.04,13.04
route,-52.04,13.04
route,-54.04,13.03
route,-56.04,13.03
route,-58.04,13.02
route,-60.04,13.02
route,-62.04,13.01
route,-64.04,13.01
route,-66.04,13.00
route,-68.04,12.99
route,-70.04,12.99
route,-72.04,12.98
route,-74.04,12.98
route,-76.04,12.97
route,-78.04,12.97
route,-80.04,12.96
route,-82.04,12.96
route,-84.04,12.95
route,-86.04,12.94
route,-88.04,12.94
route,-90.04,12.93
route,-92.04,12.93
route,-93.95,12.90
route,-95.75,12.72
route,-97.52,12.33
route,-99.23,11.76
route,-100.87,11.00
route,-102.42,10.07
route,-103.76,9.00
route,-104.88,7.73
route,-105.77,6.29
route,-106.38,4.72
route,-106.71,3.06
route,-106.76,1.27
route,-106.73,-0.73
route,-106.71,-2.73
route,-106.69,-4.73
route,-106.67,-6.73
route,-106.64,-8.73
route,-106.62,-10.73
route,-106.60,-12.73
route,-106.58,-14.73
route,-106.55,-16.73
route,-106.53,-18.73
route,-106.51,-20.73
route,-106.48,-22.70
route,-106.39,-24.62
route,-106.21,-26.54
route,-105.95,-28.44
route,-105.61,-30.34
route,-105.18,-32.21
route,-104.68,-34.07
route,-104.09,-35.90
route,-103.43,-37.71
route,-102.68,-39.48
route,-101.86,-41.22
route,-100.97,-42.92
route,-100.00,-44.59
route,-98.96,-46.20
route,-97.85,-47.78
route,-96.68,-49.30
route,-95.44,-50.75
route,-94.14,-52.13
route,-92.75,-53.43
route,-91.29,-54.65
route,-89.77,-55.78
route,-88.18,-56.82
route,-86.54,-57.77
route,-84.84,-58.63
route,-83.10,-59.38
route,-81.31,-60.03
route,-79.49,-60.58
route,-77.65,-61.03
route,-75.78,-61.36
route,-73.89,-61.59
route,-72.00,-61.71
route,-70.08,-61.72
route,-68.08,-61.70
route,-66.08,-61.68
route,-64.08,-61.66
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.04,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.03,12.97
ego,-78.05,12.97
ego,-78.10,12.97
ego,-78.18,12.97
ego,-78.28,12.97
ego,-78.40,12.97
ego,-78.54,12.97
ego,-78.69,12.97
ego,-78.86,12.96
ego,-79.04,12.96
ego,-79.23,12.96
ego,-79.43,12.96
ego,-79.65,12.96
ego,-79.87,12.96
ego,-80.10,12.96
ego,-80.33,12.96
ego,-80.57,12.96
ego,-80.82,12.96
ego,-81.06,12.96
ego,-81.31,12.96
ego,-81.56,12.96
ego,-81.80,12.96
ego,-82.04,12.96
ego,-82.28,12.95
ego,-82.51,12.95
ego,-82.73,12.95
ego,-82.94,12.95
ego,-83.15,12.95
ego,-83.35,12.95
ego,-83.54,12.95
ego,-83.72,12.95
ego,-83.90,12.94
ego,-84.08,12.92
ego,-84.24,12.89
ego,-84.39,12.87
ego,-84.54,12.84
ego,-84.69,12.83
ego,-84.82,12.81
ego,-84.95,12.80
ego,-85.07,12.78
ego,-85.19,12.77
ego,-85.29,12.76
ego,-85.39,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
ego,-85.42,12.76
